AIDP,ID,GENDER,NATIONALITY,MOHAFAZA,MAJOR_DESC,UG/GR,Med Student (Yes/No),New Student (Yes/No),GPA,Column1,TUITION,FATHER_STATUS,FATHER_JOB_STATUS,FATHER_INCOME,MOTHER_STATUS,MOTHER_JOB_STATUS,MOTHER_INCOME,SIBLING_AUB,SIBLING_UNIVERSITY,SIBLING_SCHOOL,TOTAL_SIBLING_INCOME,OTHER_RESOURCE,Othere resources (yes/no),STUDENT_STATMENT,Student statement (applicaple/non applicable),PERC,Main priorities,High/low priorities,ACAD_STAND
FA,1,F,Lebanon,Mount Lebanon,Biology,UG,No,Yes,,,10075,Married,Self-Employed,125000,Married,Never Worked,0,0,1,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,2,M,Lebanon,Mount Lebanon,Health Communication,UG,No,Yes,,,12210,Married,Employed,46000,Married,Employed,25600,0,0,0,14000,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,3,F,Lebanon,Beirut,Nursing,UG,No,Yes,,,8764,Divorced,Self-Employed,19800,Married,Employed,12000,0,0,1,0,"
family help(uncle)same source of family annual contribution",yes,"Due to some family issues, my father is the only one who takes care of my brother and I financially.(my mother does not support us financially)
note: I used the dollar rate at $=1,500 L.L",applicable,0,priority 4,0,Good Standing
FA,4,M,Lebanon,Mount Lebanon,Applied Mathematics,UG,No,Yes,,,11625,Married,Self-Employed,35940,Married,Employed,33600,1,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,5,M,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,Yes,,,13110,Married,Employed,12932,Married,UnEmployed,0,0,0,2,0,"506-4 / 1 Room Rented / Chiah
Inherited from my grandfather 
Old apartment / The rental agreement is old and difficult to be sold or cleared due to law restrictions.",yes,none,non applicable,20,priority 3,0,Good Standing
FA,6,F,Lebanon,Bekaa,Civil Engineering,UG,No,Yes,,,13110,Married,Self-Employed,46666,Married,UnEmployed,0,1,0,3,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,7,M,Lebanon,Beirut,Business Administration,UG,No,Yes,,,12690,Married,Employed,23112,Married,Employed,6000,1,0,1,0,"
Educational benefits",yes,none,non applicable,25,priority 3,0,Good Standing
FA,8,M,Lebanon,Aakkar,Mechanical Engineering,UG,No,Yes,,,13110,Married,Self-Employed,38820,Married,Employed,49550,0,0,2,0,none,no,"
Father is a Multiple Sclerosis (MS) patient since 2009.",applicable,50,priority 2,1,Good Standing
FA,9,M,Lebanon,Beirut,Computer Science,UG,No,Yes,,,11625,Married,Employed,115500,Married,UnEmployed,0,0,1,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,10,F,Lebanon,Mount Lebanon,Finance,GR,No,Yes,,,6378,Married,UnEmloyed,0,Married,UnEmployed,0,0,0,0,16225,Scholarships,yes,none,non applicable,0,priority 4,0,Good Standing
FA,11,M,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,Yes,,,13110,Married,Employed,43544,Married,Never Worked,0,0,0,3,0,"
educational benefits from isf",yes,none,non applicable,20,priority 3,0,Good Standing
FA,12,M,Lebanon,South,Computer & Communications Eng.,UG,No,Yes,,,13110,Divorced,Employed,35000,Divorced,Never Worked,0,0,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,13,M,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,Yes,,,13110,Divorced,Employed,33555,Divorced,UnEmployed,0,1,1,0,0,"
Lebanese Army educational fees",yes,none,non applicable,0,priority 4,0,Good Standing
FA,14,M,Lebanon,Beirut,Economics,UG,No,Yes,,,10965,Deceased,UnEmloyed,0,Widowed,Never Worked,0,0,0,1,0,Family help,yes,none,non applicable,25,priority 3,0,Good Standing
FA,15,F,Lebanon,Mount Lebanon,Biology,UG,No,Yes,,,11625,Married,Employed,54000,Married,UnEmployed,0,1,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,16,M,Lebanon,Beirut,Computer Science,UG,No,Yes,,,11625,Married,Employed,31000,Married,Employed,114792,1,0,0,0,Educational benefits,yes,none,non applicable,0,priority 4,0,Good Standing
FA,17,M,Lebanon,Mount Lebanon,Computer Science,UG,No,No,79.1,B+,11625,Married,Employed,33514,Married,Employed,23710,1,0,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,18,M,Lebanon,Mount Lebanon,Electrical & Computer Eng'g,UG,No,Yes,,,13110,Married,Self-Employed,47000,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,19,M,Lebanon,Mount Lebanon,Biology,UG,No,Yes,,,11625,Married,Employed,52000,Married,UnEmployed,0,0,0,2,0,retirement salary,yes,none,non applicable,45,priority 2,1,Good Standing
FA,20,F,Lebanon,Beirut,Medical Imaging Sciences,UG,No,Yes,,,11396,Married,Employed,36000,Married,UnEmployed,0,0,1,0,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,21,M,Lebanon,Nabatieh,Computer Science,UG,No,No,2.4,B-,11625,Married,Employed,25405,Married,UnEmployed,0,1,0,2,0,Educational benefits,yes,none,non applicable,20,priority 3,0,Good Standing
FA,23,F,United States of America,n/a,Computer & Communications Eng.,UG,No,Yes,,,13110,Married,Employed,89000,Married,UnEmployed,0,0,0,1,0,Educational grants from employer (UN) up to 75%,yes,none,non applicable,20,priority 3,0,Good Standing
FA,24,M,Lebanon,Beirut,Computer & Communications Eng.,UG,No,Yes,,,13110,Married,Employed,10240,Married,UnEmployed,0,0,1,1,0,Family Assistance (From uncle Nicolas Chehade),yes,none,non applicable,35,priority 3,1,Good Standing
FA,25,F,Lebanon,Mount Lebanon,Chemical Engineering,UG,No,Yes,,,13110,Married,UnEmloyed,13000,Married,Employed,10000,1,1,0,0,"
father annual income stated above from rent, educational benefits",yes,none,non applicable,50,priority 2,1,Good Standing
FA,26,M,Lebanon,Mount Lebanon,Computer Science,UG,No,Yes,,,4650,Married,Employed,40000,Married,Employed,63000,1,1,0,0,Educational Benefits,yes,none,non applicable,20,priority 3,0,Good Standing
FA,27,F,Palestine,South,Mathematics Arts,UG,No,Yes,,,10965,Married,Employed,726,Married,Never Worked,0,0,0,0,0,"
rent on assets",yes,none,non applicable,20,priority 3,0,Good Standing
FA,28,F,Lebanon,Mount Lebanon,Mathematics Science,UG,No,Yes,,,11625,Married,UnEmloyed,33792,Married,Employed,19513,1,0,1,0,educational benefits,yes,none,non applicable,35,priority 3,1,Good Standing
FA,29,F,Lebanon,South,Chemistry,UG,No,Yes,,,11625,Married,Employed,70000,Married,Employed,32000,0,0,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,30,M,Lebanon,Beirut,Business Administration,UG,No,Yes,,,12690,Married,Employed,50454,Married,UnEmployed,0,1,0,0,0,"
EDUCATIONAL BENEFITS (AUB FINANCIAL AID FOR SIBLING AND EDUCATIONAL BENEFIT FROM MY FATHER'S EMPLOYER)",yes,none,non applicable,25,priority 3,0,Good Standing
FA,31,F,Lebanon,Beirut,Business Administration,UG,No,Yes,,,12690,Married,Employed,92400,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,32,M,Lebanon,North,Computer & Communications Eng.,UG,No,No,3.8,A ,13110,Married,Employed,78000,Married,UnEmployed,0,1,0,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,33,M,Lebanon,Beirut,Physics,UG,No,Yes,,,11625,Married,Employed,18666,Married,UnEmployed,0,1,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,34,M,Lebanon,Beirut,Majorless,UG,No,Yes,,,11295,Married,UnEmloyed,0,Married,Employed,47283,1,0,0,0,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,35,F,Lebanon,Beirut,Graphic Design,UG,No,Yes,,,13110,Married,Employed,76490,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,38,F,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,Yes,,,13110,Married,Self-Employed,12000,Married,Never Worked,0,0,0,3,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,39,M,Lebanon,Beirut,Food Science & Management,UG,No,Yes,,,11835,Married,Employed,24000,Married,Never Worked,0,1,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,40,F,Lebanon,Beirut,Chemistry,UG,No,Yes,,,11625,Divorced,Self-Employed,0,Divorced,Employed,7819,0,0,1,0,none,no,none,non applicable,45,priority 2,1,Good Standing
FA,41,F,Lebanon,South,Biology,UG,No,Yes,,,11625,Married,Employed,28128,Married,UnEmployed,0,1,0,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,42,M,Lebanon,Beirut,Industrial Engineering,UG,No,Yes,,,13110,Married,Employed,92000,Married,UnEmployed,0,1,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,43,M,Lebanon,Beirut,Nursing,UG,No,Yes,,,8764,Married,UnEmloyed,0,Divorced,Employed,19421,0,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,44,F,Syria,n/a,Architecture,UG,No,Yes,,,13110,Married,Self-Employed,32000,Married,SelfEmployed,3000,0,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,45,M,Lebanon,Aakkar,Mechanical Engineering,UG,No,Yes,,,13110,Married,Employed,35400,Married,Employed,42300,0,0,1,0,"1,990 USD (educational benefit from father's company)",yes,none,non applicable,20,priority 3,0,Good Standing
FA,46,M,Lebanon,Mount Lebanon,Business Administration,UG,No,Yes,,,12690,Married,Self-Employed,49735,Married,Employed,52000,1,0,0,0,Shop Rental/Year,yes,"My father is self employed, hence his yearly income is not fixed.",applicable,20,priority 3,0,Good Standing
FA,47,M,Lebanon,Beirut,Mechanical Engineering,UG,No,Yes,,,13110,Married,Employed,23000,Married,Employed,34000,0,0,3,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,48,M,Palestine,North,Computer & Communications Eng.,UG,No,Yes,,,13110,Married,Employed,25896,Married,Never Worked,0,0,1,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,49,F,Palestine,South,Chemistry,GR,No,Yes,,,5826,Married,Employed,10050,Married,UnEmployed,0,0,0,3,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,50,F,Lebanon,Mount Lebanon,Economics,UG,No,Yes,,,10965,Married,UnEmloyed,0,Married,Employed,14900,0,0,0,0,Rents,yes,none,non applicable,35,priority 3,1,Good Standing
FA,51,F,Lebanon,Nabatieh,Nutrition,GR,No,No,,,6246,Married,Retired,14400,Married,Employed,11600,0,0,1,13600,none,no,"
Just note that I used the 1500 L.L rate for incomes and expenses.",applicable,0,priority 4,0,Good Standing
FA,52,F,Lebanon,Beirut,Media and Communications,UG,No,Yes,,,10965,Married,Self-Employed,18868,Married,Employed,26499,1,0,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,54,M,Lebanon,Beirut,Medical Laboratory Sciences,UG,No,No,2.4,B-,12210,Separated,Never Worked,0,Separated,Employed,26000,0,1,0,0,"
family help",yes,"
The father went away since birth and has never contributed in my academic route both financially and emotionally.",applicable,35,priority 3,1,Good Standing
FA,55,M,Lebanon,South,Mechanical Engineering,UG,No,Yes,,,13110,Married,UnEmloyed,30000,Married,Employed,8000,1,1,0,0,FAMILY HELP,yes,none,non applicable,25,priority 3,0,Good Standing
FA,56,M,Lebanon,Mount Lebanon,Philosophy,UG,No,Yes,,,10965,Married,Self-Employed,6000,Married,Employed,9600,1,0,0,0,none,no,none,non applicable,70,priority 1,1,Good Standing
FA,57,F,Canada,Mount Lebanon,Chemical Engineering,UG,No,Yes,,,13110,Married,Self-Employed,60000,Married,UnEmployed,0,0,1,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,58,F,Lebanon,Mount Lebanon,Civil Engineering,UG,No,Yes,,,13110,Married,Self-Employed,25000,Married,Employed,18000,0,0,2,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,59,M,Lebanon,Mount Lebanon,Economics,UG,No,Yes,,,10965,Married,Employed,39021,Married,Employed,34392,0,1,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,60,F,Lebanon,Mount Lebanon,Health Communication,UG,No,Yes,,,12210,Divorced,Self-Employed,20000,Divorced,UnEmployed,5000,0,0,0,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,62,M,Lebanon,Mount Lebanon,Mathematics Science,UG,No,Yes,,,11625,Married,Employed,26240,Married,Employed,35220,0,0,2,0,Educational Benefits,yes,none,non applicable,20,priority 3,0,Good Standing
FA,64,M,Lebanon,South,Finance,GR,No,No,4.2,,9567,Deceased,Retired,0,Widowed,Employed,7000,0,2,1,0,"
FAmily Help (uncles)",yes,"
My mom does not have a fixed salary and gets paid in cash based on how many surveys she does. Some months she makes $1000 others (like Feb and March so far) she makes $0.",applicable,0,priority 4,0,Good Standing
FA,65,M,Lebanon,Beirut,Civil Engineering,UG,No,Yes,,,13110,Married,Employed,85950,Married,UnEmployed,0,1,1,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,66,F,Lebanon,Mount Lebanon,Chemistry,GR,No,Yes,,,8739,Married,Employed,15000,Married,Never Worked,0,0,1,3,0,Educational benefits for school students for custom,yes,none,non applicable,0,priority 4,0,Good Standing
FA,67,F,Lebanon,n/a,Food Technology,GR,No,Yes,,,9369,Deceased,Retired,0,Widowed,Employed,24000,0,0,0,0,"
Financial aid from my tuition fee at university",yes,none,non applicable,20,priority 3,0,Good Standing
FA,69,F,Lebanon,Beirut,M.Busines Analytics,GR,No,No,,,12756,Married,Employed,136480,Married,Never Worked,0,1,0,1,0,"
Educational Benefits",yes,none,non applicable,0,priority 4,0,Good Standing
FA,70,F,Lebanon,South,Business Administration,GR,No,Yes,,,6378,Married,Employed,20480,Married,UnEmployed,0,0,0,0,42070,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,71,F,Lebanon,North,Master of Public Health,GR,No,Yes,,,13719,Deceased,Retired,0,Widowed,Retired,0,0,0,0,85000,"
retirement Salary of mother",yes,none,non applicable,0,priority 4,0,Good Standing
FA,73,F,Palestine,Mount Lebanon,English Literature,GR,No,No,,,5634,Married,Employed,15000,Married,UnEmployed,0,1,1,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,74,F,Lebanon,Nabatieh,Anthropology,GR,No,Yes,,,5634,Deceased,Retired,0,Married,Never Worked,0,0,0,0,26400,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,75,F,Lebanon,South,Media and Communications,UG,No,Yes,,,10965,Divorced,UnEmloyed,0,Divorced,UnEmployed,0,0,0,2,0,Sometimes family helps.,yes,none,non applicable,0,priority 4,0,Good Standing
FA,76,F,Lebanon,Beirut,Business Administration,UG,No,Yes,,,12690,Married,Employed,98111,Divorced,Employed,54785,0,1,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,77,M,Lebanon,Mount Lebanon,Civil Engineering,UG,No,No,74,B-,13110,Deceased,UnEmloyed,0,Widowed,Employed,40000,0,0,0,0,"
AL-Mal-Wal-Aalam Magazine",yes,none,non applicable,20,priority 3,0,"Acad.Prob.1, Prev.Pr"
FA,78,F,Lebanon,n/a,Majorless,UG,No,Yes,,,11295,Married,Employed,52805,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,80,F,Lebanon,Beirut,M.Human Resource Management,GR,No,No,,,6378,Married,Employed,48000,Married,Never Worked,0,1,1,0,0,"
Family help - Tuition fees for me and my brother",yes,none,non applicable,20,priority 3,0,Good Standing
FA,81,F,United States of America,Aakkar,Chemistry,UG,No,Yes,,,10075,Married,Employed,50825,Married,Employed,13861,2,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,82,M,Lebanon,Mount Lebanon,Mechanical Engineering,UG,No,Yes,,,13110,Married,Self-Employed,30000,Married,Employed,36000,0,0,2,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,83,M,Lebanon,Beirut,Finance,GR,No,Yes,,,12756,Married,Employed,47270,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,84,F,Lebanon,North,Food Technology,GR,No,Yes,,,6246,Married,Employed,18000,Married,Employed,45000,0,1,1,14400,none,no,"my parents live in kuwait in order to be able to pay for our education
my parents also help my Grandmother(a widow) since she has no other income",applicable,0,priority 4,0,Good Standing
FA,85,M,Lebanon,Mount Lebanon,Majorless,UG,No,Yes,,,9036,Married,Employed,117610,Married,UnEmployed,0,1,0,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,86,F,United States of America,South,Mechanical Engineering,UG,No,Yes,,,11362,Married,Self-Employed,25000,Married,Employed,85235,0,1,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,88,M,Lebanon,Mount Lebanon,Business Administration,UG,No,No,66,C,10152,Married,Employed,24000,Married,Employed,12500,0,0,1,0,none,no,none,non applicable,0,priority 4,0,"Acad.Prob.1, Prev.Pr"
FA,89,M,Lebanon,Beirut,Electrical & Computer Eng'g,UG,No,Yes,,,13110,Married,Self-Employed,17250,Married,SelfEmployed,1875,0,1,0,0,"
Income from rent (shop)",yes,none,non applicable,30,priority 3,0,Good Standing
FA,90,M,Lebanon,Mount Lebanon,Architecture,UG,No,Yes,,,13110,Married,Self-Employed,10000,Married,Employed,20000,1,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,91,F,Lebanon,South,Business Administration,UG,No,Yes,,,10152,Married,Employed,19200,Married,Never Worked,0,0,0,0,0,Educational Benefits from Employer,yes,none,non applicable,35,priority 3,1,Good Standing
FA,92,M,Lebanon,South,Food Technology,GR,No,Yes,,,3123,Married,Self-Employed,13700,Married,UnEmployed,0,0,1,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,93,M,Lebanon,Baalbak Hermel,Mechanical Engineering,UG,No,No,83.8,A-,13110,Married,Self-Employed,15113,Married,SelfEmployed,8636,1,0,2,19431,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,94,F,Lebanon,Baalbak Hermel,Biology,UG,No,Yes,,,11625,Married,Retired,41781,Married,Employed,19899,1,2,0,0,Lebanese Army Aid for Children's Educational Fees,yes,none,non applicable,35,priority 3,1,Good Standing
FA,95,F,Lebanon,South,Civil Engineering,UG,No,Yes,,,13110,Married,Employed,64000,Married,Employed,16000,1,0,1,0,AUB,yes,none,non applicable,30,priority 3,0,Good Standing
MEDI,97,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,14000,Married,Never Worked,0,0,1,0,0,My Grandmother provides us with about 500 dollars a month from my late grandfather's retirement funds. My Grandfather was an officer in the Lebanese army,yes,none,non applicable,35,priority 3,1,Good Standing
MEDI,98,F,Lebanon,Mount Lebanon,Medicine,GR,Yes,Yes,,,40948,Married,Self-Employed,10000,Married,Employed,20000,0,0,0,27000,none,no,none,non applicable,30,priority 3,0,Good Standing
MEDI,99,F,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,33630,Married,Employed,43500,0,1,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
MEDI,100,F,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Employed,8500,Married,SelfEmployed,10000,1,0,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
MEDI,101,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Employed,24000,Married,UnEmployed,0,0,1,0,12000,none,no,none,non applicable,30,priority 3,0,Good Standing
MEDI,102,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Employed,39000,Married,UnEmployed,0,0,0,1,0,Military Educational Help for School and University,yes,none,non applicable,25,priority 3,0,Good Standing
MEDI,103,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Employed,66521,Divorced,UnEmployed,0,0,0,1,37500,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDI,104,M,Lebanon,Beirut,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,62000,Married,UnEmployed,0,1,0,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
MEDI,105,F,Lebanon,North,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,15000,Married,UnEmployed,0,0,0,0,0,Scholarship from AUB,yes,none,non applicable,50,priority 2,1,Good Standing
MEDI,106,M,Lebanon,Beirut,Medicine,GR,Yes,No,,,40948,Married,Retired,40000,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
MEDI,107,F,Lebanon,Beirut,Medicine,GR,Yes,No,,,40948,Married,Employed,67600,Married,Employed,56600,0,0,1,0,Educational benefits,yes,none,non applicable,20,priority 3,0,Good Standing
MEDI,108,M,Lebanon,South,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,12000,Married,Employed,20880,0,1,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
MEDI,109,M,Lebanon,South,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,40000,Married,Never Worked,0,0,1,3,0,none,no,none,non applicable,25,priority 3,0,Good Standing
MEDI,110,M,Lebanon,Beirut,Medicine,GR,Yes,No,,,40948,Divorced,Employed,40000,Divorced,Employed,24000,0,0,1,0,none,no,"
My dad only sends a small portion of his income to our family, which consists of my mother, brother and I. Otherwise, we are a single-parent household with a limited source of income.",applicable,20,priority 3,0,Good Standing
MEDI,111,F,Syria,n/a,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,50000,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,112,M,United States of America,Bekaa,Biology,UG,No,No,95.6,A+,9300,Married,Employed,31272,Married,Never Worked,0,2,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,113,F,Lebanon,South,Medical Audiology Sciences,UG,No,No,85.6,A-,12210,Married,Self-Employed,19893.9,Married,Employed,20251.99,1,0,1,0,Educational Benefits,yes,none,non applicable,35,priority 3,1,Good Standing
FA,114,M,Lebanon,Mount Lebanon,Majorless,UG,No,No,2.6,B-,9036,Married,Self-Employed,0,Married,SelfEmployed,47745,0,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,115,F,Lebanon,Mount Lebanon,Political Studies,UG,No,No,80.3,B+,10965,Married,Self-Employed,198900,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,116,M,Lebanon,Beirut,Economics,UG,No,No,2.6,B-,10965,Married,Employed,93899,Married,UnEmployed,0,0,0,2,0,"
Educational Benefit",yes,none,non applicable,0,priority 4,0,Good Standing
FA,117,M,Lebanon,Beirut,Industrial Engineering,UG,No,No,88.6,A,13110,Married,Self-Employed,317720,Married,Employed,49000,0,0,2,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,118,M,Lebanon,South,Electrical & Computer Eng'g,UG,No,No,80,B+,13110,Married,Employed,36015.92,Married,Employed,17506.63,0,0,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,119,F,Lebanon,South,Chemistry,UG,No,No,3.3,B+,11625,Married,UnEmloyed,0,Married,Never Worked,0,0,0,0,0,Help from Institution,yes,none,non applicable,0,priority 4,0,Good Standing
FA,120,F,Lebanon,North,Economics,UG,No,No,2.5,B-,10965,Married,Employed,64460.42,Married,UnEmployed,0,1,0,0,0,Educational benefits,yes,none,non applicable,15,priority 4,0,Good Standing
FA,121,M,Lebanon,Bekaa,Mechanical Engineering,UG,No,No,2.5,B-,13110,Married,Employed,20291.78,Married,Employed,26259.95,0,0,1,0,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,122,F,Lebanon,Mount Lebanon,Health Communication,UG,No,No,4.1,A,12210,Married,Employed,61007.96,Married,Employed,9946.95,0,0,1,0,Savings interest,yes,none,non applicable,15,priority 4,0,Good Standing
FA,123,M,Lebanon,Mount Lebanon,Civil Engineering,UG,No,No,83.9,A-,13110,Married,Employed,14257.33,Married,Employed,10934.66667,0,1,0,0,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,124,F,Lebanon,Nabatieh,Business Administration,UG,No,No,2.9,B,12690,Widowed,Employed,29188.33,Deceased,UnEmployed,0,1,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,125,M,Lebanon,South,Computer & Communications Eng.,UG,No,No,3.9,A ,13110,Married,Self-Employed,16578.25,Married,Employed,29761.27,0,0,0,7161.8,Educational Benefit:,yes,none,non applicable,20,priority 3,0,Good Standing
FA,126,F,Lebanon,South,Computer & Communications Eng.,UG,No,No,3.7,A-,13110,Married,Self-Employed,69976.79,Married,UnEmployed,0,0,0,0,15596.82,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,127,M,Lebanon,Beirut,Computer Science,UG,No,No,2.2,C+,11625,Married,Self-Employed,23872.68,Married,Employed,14827.59,1,0,0,0,help from family,yes,none,non applicable,40,priority 2,1,Good Standing
FA,128,M,Lebanon,Beirut,Business Administration,UG,No,No,3.8,A ,12690,Married,Employed,36980.05,Married,UnEmployed,0,0,0,1,0,"
Educational Benefit",yes,none,non applicable,20,priority 3,0,Good Standing
FA,129,M,Lebanon,Nabatieh,Electrical & Computer Eng'g,UG,No,No,88.1,A,13110,Married,UnEmloyed,0,Married,Never Worked,0,0,1,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,130,F,United States of America,South,Psychology,UG,No,No,3.5,A-,10965,Married,Self-Employed,17910,Married,SelfEmployed,17910,0,0,1,0,income from rent of assets,yes,none,non applicable,0,priority 4,0,Good Standing
FA,131,F,Lebanon,South,Education,GR,No,No,3.7,A-,2817,Married,Self-Employed,0,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,132,M,Lebanon,Mount Lebanon,Mechanical Engineering,UG,No,No,3.5,A-,13110,Married,Employed,120876,Married,Never Worked,0,0,0,0,0,"
Educational Benefit",yes,none,non applicable,0,priority 4,0,Good Standing
FA,133,F,Lebanon,North,Majorless,UG,No,No,69.1,C+,10965,Married,Employed,97082.23,Married,UnEmployed,0,0,1,1,0,none,no,"
I have 2 kids @ university Jad Haddara and Amira Haddara both cost only for their tuition fee $ 45,600 per year excluding the housing and monthly cash expense",applicable,0,priority 4,0,Good Standing
FA,134,F,Lebanon,Mount Lebanon,Finance,GR,No,No,4.1,,9567,Married,Employed,30840.85,Married,Employed,24737.4,0,1,0,8289.12,"
Educational Benefit",yes,none,non applicable,0,priority 4,0,Good Standing
FA,135,M,Lebanon,n/a,Psychology,UG,No,No,81.3,B+,10234,Deceased,Employed,0,Widowed,UnEmployed,0,0,0,0,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,136,F,Palestine,North,Physics,GR,No,No,81.1,B+,971,Married,UnEmloyed,0,Married,Never Worked,0,0,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,137,F,Cyprus,Mount Lebanon,Business Administration,UG,No,No,3.5,A-,10152,Married,UnEmloyed,0,Married,Never Worked,0,0,0,1,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,138,F,Lebanon,Nabatieh,Public Administration,UG,No,No,3.5,A-,10965,Divorced,Retired,0,Divorced,UnEmployed,0,0,0,0,0,"
Retirement salary",yes,none,non applicable,50,priority 2,1,Good Standing
FA,139,F,Lebanon,Mount Lebanon,Landscape Architecture,UG,No,No,3.3,B+,11835,Married,Employed,10275.18,Married,Employed,23872.68,0,0,0,0,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,140,F,Lebanon,South,Biology,UG,No,No,84,A-,11625,Married,Self-Employed,53962.2,Married,Employed,26526.53,0,1,1,0,"annual interest rate 

",yes,none,non applicable,20,priority 3,0,Good Standing
